Epoch,Generator_Loss,Discriminator_Loss
1,6.2579169273376465,0.22117486437782646
2,10.445214653015137,0.04265911866677925
3,13.107652878761291,0.40537715595855844
4,10.861119198799134,1.0240261532831938
5,7.04503458738327,0.7396378438919783
6,5.486917132139206,0.9062103070318699
7,3.74375633597374,1.0175190031528474
8,3.8042237043380736,1.0499713644385338
9,3.634939378499985,0.9261973038315773
10,3.0685462445020675,0.8829883724451065
11,2.936821496486664,0.7791711151599884
12,3.1176990538835527,0.6894403487443924
13,3.0548573315143583,0.8467599585652351
14,3.042900228500366,0.7762448690831661
15,3.3272772550582888,0.8638626083731651
16,3.253191351890564,0.8421116411685944
17,3.337893432378769,0.7836368530988693
18,3.641866332292557,0.6802715294063091
19,3.206538712978363,0.7144137218594551
20,3.374120074510574,0.5300937421619892
21,3.6969211012125016,0.780976327508688
22,3.5507686734199524,0.47850254401564596
23,3.3898359030485152,1.1431193709373475
24,3.2502566277980804,0.6066159576177597
25,3.3886456370353697,0.7279285609722137
26,3.941241276264191,0.6062490314245224
27,3.1800625741481783,0.964757277071476
28,3.3698293641209602,0.6301535859704017
29,3.618225598335266,0.7292310692369938
30,3.627998274564743,0.3812337089329958
31,3.824115526676178,0.7633946474641562
32,3.592427283525467,0.6080499336123466
33,3.4439541816711428,0.6167941860854625
34,3.520110097527504,0.6087069272994995
35,3.8416469559073447,0.6464696675539017
36,3.5840951204299927,0.5431728735566139
37,4.09845712184906,0.48858490139245986
38,3.4726812720298765,0.6845103405416012
39,4.192994785308838,0.6323725666850806
40,3.422779305279255,0.7576937168836594
41,3.17515729367733,0.5620575830340385
42,3.594465282559395,0.8220001578330993
43,3.166700679063797,0.6570908263325691
44,3.86143973171711,0.5306011524051428
45,3.618539410829544,0.6170679032802582
46,3.678519535064697,0.606972160935402
47,3.8573268711566926,0.6325496539473534
48,3.503238433599472,0.5821653619408608
49,3.454406350851059,0.4804690979421139
50,3.7192416727542876,0.39038483873009683
51,3.7517574042081834,0.7622254200279712
52,3.387898990511894,0.6959945440292359
53,3.659292848408222,0.7067327484488487
54,3.515199625492096,0.7223218739032745
55,3.275914341211319,0.4939950920641422
56,3.6488351464271545,0.6854005180299282
57,3.4198512852191927,0.5476646058261394
58,3.5094315707683563,0.5194824032485486
59,3.6994874835014344,0.565405024588108
60,3.8137954980134965,0.822960989177227
61,3.2806485533714294,0.6479633823037148
62,3.5974388480186463,0.5244580760598183
63,3.9480880588293075,0.7544557206332684
64,3.3802860617637633,0.6541578710079193
65,3.3432989597320555,0.5527081720530986
66,3.4311280131340025,0.43968909308314325
67,3.4240924954414367,0.8789806619286538
68,3.3210568964481353,0.6037482678890228
69,3.5475618183612823,0.5733276218175888
70,3.6461093932390214,0.5229679509997368
71,3.8815258979797362,0.47092690616846083
72,3.621939778327942,0.567535325884819
73,3.8897665679454803,0.5848229847848415
74,3.5815669149160385,0.5062500722706318
75,3.2593455791473387,0.9728437885642052
76,3.734602129459381,0.39724192544817927
77,3.9213719248771666,0.6527478404343128
78,3.6283140659332274,0.5873032212257385
79,3.429366135597229,0.6460829094052315
80,3.4973688960075378,0.4147319458425045
81,3.5948031306266786,0.3224292054772377
82,4.116716518998146,0.6534275747835636
83,3.259835034608841,0.6001658588647842
84,3.53588929772377,0.5285077869892121
85,3.53048312664032,0.33689503744244576
86,3.865178346633911,0.3576041743159294
87,3.771190547943115,0.42664247676730155
88,3.9801057457923887,0.6319728966802358
89,3.541881966590881,0.7599854648113251
90,3.4247139751911164,0.5053748026490211
91,3.6441430926322935,0.4483762338757515
92,3.5321410834789275,0.5198782898485661
93,3.608899009227753,0.3962910436093807
94,3.5535242795944213,0.3051468700170517
95,4.283485981822014,0.6140104070305824
96,3.560823881626129,0.9079796344041824
97,3.5050637423992157,0.6525380179286003
98,3.2949280381202697,0.5628772586584091
99,3.2704684495925904,0.2708613783121109
100,3.7157299399375914,0.20886470414698124
101,4.0523166298866276,0.6555853864178062
102,3.6043464958667757,0.41716080233454705
103,3.6172678768634796,0.30051513090729715
104,3.8300578773021696,0.19596687220036985
105,4.541983950138092,0.8125575870275498
106,3.4860451579093934,0.3541327230632305
107,3.7340139865875246,0.45546828731894495
108,3.5999503552913668,0.3409485206007957
109,3.611804723739624,0.22943640314042568
110,3.9282249569892884,0.2723193567246199
111,3.850326582789421,0.8772752471268177
112,3.510511243343353,0.4291308104991913
113,4.126058250665665,0.46836301162838934
114,3.684781241416931,0.4036504790186882
115,4.3256690979003904,0.4234419211745262
116,3.8290660977363586,0.3227136269211769
117,3.7185840964317323,0.21474688164889813
118,3.788359498977661,0.1439998507499695
119,3.952153813838959,0.13522636611014605
120,3.966339445114136,1.0458458855748176
121,3.9921707808971405,0.5121300652623176
122,3.9938197433948517,0.4175905086100101
123,4.108247542381287,0.3282260037958622
124,4.015968000888824,0.2703151471912861
125,4.347855055332184,0.5499494519084692
126,3.938254699110985,0.42625541239976883
127,3.9002416729927063,0.2440260324627161
128,3.9157246351242065,0.1599562644958496
129,3.9492027044296263,0.11683663725852966
130,4.373475646972656,0.35427127331495284
131,4.294832980632782,0.3737922288477421
132,4.150391525030136,0.2157348867505789
133,4.022160696983337,0.16770014986395837
134,4.27141842842102,0.1270672559738159
135,4.181605714559555,0.7886396463960409
136,4.059614193439484,0.5126507729291916
137,4.161180067062378,0.39968596398830414
138,4.2037700653076175,0.2304224155843258
139,4.039293670654297,0.15076899267733096
140,4.250291097164154,0.14112538062036037
141,4.37348062992096,0.12823737990111111
142,4.512474024295807,0.10308458767831326
143,4.652983665466309,0.09970507295802236
144,4.505539416929241,0.14072279073297977
145,3.283860403811559,2.4894152760505674
146,3.369269794225693,0.9782240748405456
147,4.161257815361023,0.7360087923705578
148,3.651855945587158,0.43464459404349326
149,3.783044123649597,0.710942904651165
150,3.8787693619728087,0.3311163432896137
