Epoch,Generator_Loss,Discriminator_Loss
1,6.883925724029541,0.17012392580509186
2,12.50608585357666,0.6964580049552024
3,10.848615188598632,0.6861820154637098
4,7.415691576004028,0.647896049618721
5,4.322562386989594,0.8256273174285889
6,3.31941219329834,1.053129403591156
7,2.89935341835022,0.9635943222045898
8,3.1635914039611817,0.9135454571247101
9,3.275217925310135,0.9257420313358307
10,3.8797198152542114,0.8841376972198486
11,3.5634817123413085,0.8112507104873657
12,3.3410580778121948,0.7756360352039338
13,3.841297688484192,0.6210412067174912
14,3.960884189605713,0.5721035379171372
15,3.9700766706466677,0.6844557374715805
16,4.051167526245117,0.6269836187362671
17,3.6527834606170653,0.5551168793439865
18,3.7905739545822144,0.6017964416742325
19,4.227227091789246,0.7488133862614632
20,3.3590580558776857,0.45562989413738253
21,3.8204444205760955,0.9262519732117653
22,3.587818450927734,0.4406069129705429
23,3.6915334844589234,0.8357433652877808
24,3.6202702140808105,0.42615931093692777
25,3.8436233258247374,0.9560988068580627
26,3.854396023750305,0.519860565662384
27,4.047362093925476,0.6532540681958199
28,3.923549437522888,0.5871152174472809
29,3.7669455671310423,0.40133008152246474
30,4.040467767715454,0.8438434010744095
31,3.7303391742706298,0.6254012262821198
32,4.257351231575012,0.5506498509645462
33,4.327340497970581,0.6785057783126831
34,3.9348353576660156,0.6721696162223816
35,3.7990997540950775,0.6584412550926209
36,4.3322330713272095,0.6227905321121215
37,3.9810753059387207,0.5654306370019913
38,3.7273845720291137,0.4916539612412453
39,3.795408127307892,0.7462386530637741
40,3.774195442199707,0.6455065369606018
41,3.6262416362762453,0.6033897171914577
42,4.106184068918228,0.6497260391712188
43,3.7660430240631104,0.8061379033327103
44,3.667248902320862,0.5573429572582245
45,3.643161835670471,0.7055605214834213
46,3.411613597869873,0.3880827420949936
47,3.9458722639083863,0.6812519705295563
48,3.531306519508362,0.43700497210025785
49,3.7333977222442627,0.7337347948551178
50,3.9754329252243044,0.47501600712537767
51,3.991165766716003,0.45619352340698244
52,4.201578593254089,0.46329636543989183
53,4.561143398284912,0.4568231751024723
54,3.806404826641083,0.7480468231439591
55,3.7059355783462524,0.5582432800531387
56,3.8333928537368775,0.41059524089097976
57,3.8210128498077394,0.6716397514939308
58,3.6646345400810243,0.6167543324828147
59,3.7629617428779603,0.6610303419828415
60,3.9787103939056396,0.5349478352069855
61,3.730370898246765,0.3423852574825287
62,4.20340696811676,0.37484301209449766
63,4.1597188329696655,0.8564607411623001
64,3.615888476371765,0.3837494522333145
65,4.056606307029724,0.3211443594098091
66,4.259404044151307,0.47460131168365477
67,4.096330373287201,0.6546950525045395
68,3.6309725761413576,0.29031607270240783
69,4.222514724731445,0.5226069414615631
70,3.949656343460083,0.3653128296136856
71,4.186732485294342,0.6809436756372452
72,3.633609275817871,0.35188997685909273
73,3.6440240859985353,0.26302929401397707
74,4.42051087141037,0.8395894628763199
75,3.7685600090026856,0.43228562235832213
76,3.7281851959228516,0.24025077164173125
77,4.3579004287719725,0.5245935159921646
78,3.9921588039398195,0.29636333644390106
79,4.207441608905793,0.4221397018432617
80,3.937454743385315,0.31309025883674624
81,4.372810728549958,0.5145537650585175
82,3.878763976097107,0.30468350648880005
83,4.269230308532715,0.3803032968938351
84,3.8446043491363526,0.240590897500515
85,3.8771944427490235,0.16128867834806443
86,4.45952220916748,0.2755978411436081
87,4.339034767150879,0.6964338691532612
88,4.154829478263855,0.3991872549057007
89,4.215128631591797,0.3908287316560745
90,4.002874374389648,0.24900116086006163
91,4.152172536849975,0.2002012026309967
92,4.301891565322876,0.16015942320227622
93,4.601463928222656,0.7844964691996574
94,4.03997878074646,0.3942463344335556
95,4.092503328323364,0.20551021426916122
96,4.259777784347534,0.1283082376420498
97,4.99907082080841,0.7236772763729096
98,4.172694063186645,0.3070587804913521
99,4.211641721725464,0.21138179332017898
100,4.822366132736206,0.4424462568759918
